protein1_id	protein2_id	gene1	gene2	sources	hpa_datasets	gold_record_count	methods	publications	supporting_structures	n_ddi	n_dmi	ddi	dmi
P38398	Q09472	BRCA1	EP300	BioGRID		2	Reconstituted Complex	10655477		0	0		
P38398	Q12888	BRCA1	TP53BP1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P38398	Q13185	BRCA1	CBX3	BioGRID		2	Reconstituted Complex	23074186;25634209		0	0		
P38398	Q13315	BRCA1	ATM	BioGRID		3	Reconstituted Complex	10550055;10866324;11114888		0	0		
P38398	Q13526	BRCA1	PIN1	BioGRID		2	Reconstituted Complex	31270457;32193285		0	0		
P38398	Q13535	BRCA1	ATR	BioGRID		1	Reconstituted Complex	11114888		0	0		
P38398	Q13547	BRCA1	HDAC1	BioGRID		1	Reconstituted Complex	10220405		0	0		
P38398	Q14676	BRCA1	MDC1	Human Protein Atlas (HPA)	intact_biogrid	0				1	0	PF00533(BRCT domain)--PF00533(BRCT domain)[pdb=104]	
P38398	Q15596	BRCA1	NCOA2	BioGRID		2	Reconstituted Complex	11085509;16860316		0	0		
P38398	Q15788	BRCA1	NCOA1	BioGRID		1	Reconstituted Complex	16860316		0	0		
P38398	Q15910	BRCA1	EZH2	BioGRID		2	Reconstituted Complex	23624935		0	0		
P38398	Q16254	BRCA1	E2F4	BioGRID		1	Reconstituted Complex	9244350		0	0		
P38398	Q16576	BRCA1	RBBP7	BioGRID		3	Far Western;Reconstituted Complex	10220405;11746496		0	0		
P38398	Q6UWZ7	BRCA1	ABRAXAS1	Human Protein Atlas (HPA);PDB	intact_biogrid	1	X-ray		4JLU;4Y18	0	0		
P38398	Q92560	BRCA1	BAP1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	9528852		0	0		
P38398	Q92769	BRCA1	HDAC2	BioGRID		1	Reconstituted Complex	10220405		0	0		
P38398	Q92793	BRCA1	CREBBP	BioGRID		3	Reconstituted Complex	10655477;9443979;9926942		0	0		
P38398	Q96RL1	BRCA1	UIMC1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	25252691		0	0		
P38398	Q99728	BRCA1	BARD1	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	intact_biogrid	22	Co-crystal Structure;EM;NMR;Reconstituted Complex;cosedimentation through density gradient;ion exchange chromatography	11257228;11278247;11498787;11504724;11526114;11573085;11927591;12431996;12438698;12485996;12732733;12890688;14636569;14638690;19117993;19369211;19916563;28948225;29367421;33589814;9788437	1JM7;7JZV;7LYB;8GRQ	1	0	PF00533(BRCT domain)--PF00533(BRCT domain)[pdb=104]	
P38398	Q99873	BRCA1	PRMT1	BioGRID		1	Reconstituted Complex	20614009		0	0		
P38398	Q9GZU2	BRCA1	PEG3	BioGRID		1	Far Western	11746496		0	0		
P38398	Q9GZX5	BRCA1	ZNF350	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	11090615		0	0		
P38398	Q9NPD8	BRCA1	UBE2T	BioGRID		1	Reconstituted Complex	19887602		1	0	PF00097(Zinc finger, C3HC4 RING-type)--PF00179(Ubiquitin-conjugating (UBC), catalytic core domain)[pdb=37]	
P38398	Q9NWV8	BRCA1	BABAM1	BioGRID		3	Reconstituted Complex	19261746;24667604		0	0		
P38398	Q9Y6Q9	BRCA1	NCOA3	BioGRID		1	Reconstituted Complex	16860316		0	0		
P38919	P61326	EIF4A3	MAGOH	Human Protein Atlas (HPA);PDB	intact_biogrid	1	EM;X-ray		2HYI;2J0Q;2J0S;2XB2;3EX7;7A5P;7ZNJ;8C6J;8I0W	0	0		
P38919	Q07955	EIF4A3	SRSF1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P38919	Q15287	EIF4A3	RNPS1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P38919	Q9Y2W1	EIF4A3	THRAP3	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P38919	Q9Y3Y2	EIF4A3	CHTOP	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P38919	Q9Y5S9	EIF4A3	RBM8A	Human Protein Atlas (HPA);PDB	intact_biogrid_opencell	1	EM;X-ray		2J0Q;2XB2;7ZNJ	0	0		
P39687	Q01105	ANP32A	SET	BioGRID		2	Reconstituted Complex	11163245;11909973		0	0		
P39687	Q13111	ANP32A	CHAF1A	BioGRID		1	Reconstituted Complex	21209461		0	0		
P39687	Q9UBR4	ANP32A	LHX3	BioGRID		1	Reconstituted Complex	23861948		0	0		
P39880	P50613	CUX1	CDK7	BioGRID		1	Reconstituted Complex	11584018		0	0		
P39880	Q01826	CUX1	SATB1	BioGRID		1	Reconstituted Complex	10373541		3	0	PF00046(Homeodomain)--PF00046(Homeodomain)[pdb=77] | PF00046(Homeodomain)--PF02376(CUT domain)[pdb=4] | PF02376(CUT domain)--PF00046(Homeodomain)[pdb=4]	
P39880	Q04727	CUX1	TLE4	BioGRID		1	Reconstituted Complex	19332113		0	0		
P39880	Q13547	CUX1	HDAC1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
P39880	Q92793	CUX1	CREBBP	BioGRID		1	Reconstituted Complex	10852958		0	0		
P39880	Q96KQ7	CUX1	EHMT2	BioGRID		1	Reconstituted Complex	15269344		0	0		
P40424	P52945	PBX1	PDX1	BioGRID		1	Reconstituted Complex	11279116		0	0		
P40424	P55347	PBX1	PKNOX1	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid	2	Reconstituted Complex;comigration in non denaturing gel electrophoresis	10654609;9482740		1	0	PF05920(KN homeodomain)--PF05920(KN homeodomain)[pdb=10]	
P40424	Q13547	PBX1	HDAC1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
P40424	Q6STE5	PBX1	SMARCD3	BioGRID		1	Reconstituted Complex	14701856		0	0		
P40424	Q92793	PBX1	CREBBP	BioGRID		1	Reconstituted Complex	11585930		0	0		
P40424	Q92830	PBX1	KAT2A	BioGRID		1	Reconstituted Complex	23044487		0	0		
P40425	P55347	PBX2	PKNOX1	Human Protein Atlas (HPA)	intact_biogrid	0				1	0	PF05920(KN homeodomain)--PF05920(KN homeodomain)[pdb=10]	
P40472	Q9HBZ2	SIM1	ARNT2	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P40763	P42224	STAT3	STAT1	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex;coimmunoprecipitation	16007122;21207025		14	0	PF00017(SH2 domain)--PF00017(SH2 domain)[pdb=196] | PF00017(SH2 domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=42] | PF01017(STAT transcription factor, all-alpha domain)--PF02864(STAT transcription factor, DNA-binding)[pdb=51] | PF01017(STAT transcription factor, all-alpha domain)--PF02865(STAT transcription factor, protein interaction)[pdb=1] | PF01017(STAT transcription factor, all-alpha domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=39] | PF02864(STAT transcription factor, DNA-binding)--PF01017(STAT transcription factor, all-alpha domain)[pdb=51] | PF02864(STAT transcription factor, DNA-binding)--PF02864(STAT transcription factor, DNA-binding)[pdb=3] | PF02864(STAT transcription factor, DNA-binding)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=40] | PF02865(STAT transcription factor, protein interaction)--PF01017(STAT transcription factor, all-alpha domain)[pdb=1] | PF02865(STAT transcription factor, protein interaction)--PF02865(STAT transcription factor, protein interaction)[pdb=4] | PF21354(Signal transducer and activator of transcription, linker domain)--PF00017(SH2 domain)[pdb=42] | PF21354(Signal transducer and activator of transcription, linker domain)--PF01017(STAT transcription factor, all-alpha domain)[pdb=39] | PF21354(Signal transducer and activator of transcription, linker domain)--PF02864(STAT transcription factor, DNA-binding)[pdb=40] | PF21354(Signal transducer and activator of transcription, linker domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=2]	
P40763	P50750	STAT3	CDK9	BioGRID		1	Reconstituted Complex	15286705		0	0		
P40763	P51532	STAT3	SMARCA4	BioGRID		1	Reconstituted Complex	15286705		0	0		
P40763	P78347	STAT3	GTF2I	BioGRID		1	Reconstituted Complex	9584171		0	0		
P40763	Q04206	STAT3	RELA	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex;coimmunoprecipitation	12057007		0	0		
P40763	Q13263	STAT3	TRIM28	BioGRID		1	Reconstituted Complex	18037959		0	0		
P40763	Q14469	STAT3	HES1	BioGRID		1	Reconstituted Complex	15156153		0	0		
P40763	Q14526	STAT3	HIC1	BioGRID		1	Reconstituted Complex	24067369		0	0		
P40763	Q15672	STAT3	TWIST1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P40763	Q15788	STAT3	NCOA1	BioGRID		1	Reconstituted Complex	11773079		0	0		
P40763	Q16236	STAT3	NFE2L2	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P40763	Q5TA89	STAT3	HES5	BioGRID		1	Reconstituted Complex	15156153		0	0		
P40763	Q6IA86	STAT3	ELP2	BioGRID		1	Reconstituted Complex	10954736		0	0		
P40763	Q8IZL8	STAT3	PELP1	BioGRID		1	Reconstituted Complex	15994929		0	0		
P40763	Q96DB2	STAT3	HDAC11	CORUM		0	flag tag;western blot	36087429		0	0		
P40763	Q96ST3	STAT3	SIN3A	BioGRID		1	Reconstituted Complex	22783022		0	0		
P41182	P56524	BCL6	HDAC4	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex;anti tag coimmunoprecipitation	11929873		0	0		
P41182	Q03181	BCL6	PPARD	BioGRID		1	Reconstituted Complex	12970571		0	0		
P41182	Q05516	BCL6	ZBTB16	BioGRID		1	Reconstituted Complex	11175338		2	0	PF00096(Zinc finger C2H2-type)--PF00096(Zinc finger C2H2-type)[pdb=51] | PF00651(BTB/POZ domain)--PF00651(BTB/POZ domain)[pdb=205]	
P41182	Q12873	BCL6	CHD3	BioGRID		1	Reconstituted Complex	15454082		0	0		
P41182	Q13105	BCL6	ZBTB17	CORUM;PDB		1	X-ray;pull down	16142238	4U2M	2	0	PF00096(Zinc finger C2H2-type)--PF00096(Zinc finger C2H2-type)[pdb=51] | PF00651(BTB/POZ domain)--PF00651(BTB/POZ domain)[pdb=205]	
P41182	Q13363	BCL6	CTBP1	BioGRID		1	Reconstituted Complex	18212045		0	0		
P41182	Q13526	BCL6	PIN1	BioGRID		1	Reconstituted Complex	17828269		0	0		
P41182	Q13547	BCL6	HDAC1	BioGRID		2	Reconstituted Complex	10611298;9753732		0	0		
P41182	Q15306	BCL6	IRF4	BioGRID		2	Reconstituted Complex	10601358;11342629		0	0		
P41182	Q6W2J9	BCL6	BCOR	BioGRID;PDB		5	Co-crystal Structure;Reconstituted Complex;X-ray	10898795;15004558;18280243;23911289	3BIM	0	0		
P41182	Q8N143	BCL6	BCL6B	BioGRID		1	Reconstituted Complex	12659862		2	0	PF00096(Zinc finger C2H2-type)--PF00096(Zinc finger C2H2-type)[pdb=51] | PF00651(BTB/POZ domain)--PF00651(BTB/POZ domain)[pdb=205]	
P41182	Q8WUI4	BCL6	HDAC7	BioGRID;CORUM		1	Reconstituted Complex;anti tag coimmunoprecipitation	11929873		0	0		
P41182	Q96ST3	BCL6	SIN3A	BioGRID		2	Reconstituted Complex	9753732;9765306		0	0		
P41182	Q9BTC8	BCL6	MTA3	BioGRID		2	Reconstituted Complex	15454082		0	0		
P41182	Q9H165	BCL6	BCL11A	BioGRID		1	Reconstituted Complex	16704730		1	0	PF00096(Zinc finger C2H2-type)--PF00096(Zinc finger C2H2-type)[pdb=51]	
P41182	Q9UKV0	BCL6	HDAC9	CORUM		0	coimmunoprecipitation;flag tag;gst pull down;western blot	12590135		0	0		
P41182	Q9UQL6	BCL6	HDAC5	BioGRID;CORUM		1	Reconstituted Complex;anti tag coimmunoprecipitation	11929873		0	0		
P41182	Q9Y618	BCL6	NCOR2	BioGRID;PDB		7	Co-crystal Structure;Reconstituted Complex;X-ray	10611298;14690607;23911289;9380707;9765306	1R2B	0	0		
P41212	Q01543	ETV6	FLI1	BioGRID		1	Reconstituted Complex	9651344		2	0	PF00178(Ets domain)--PF00178(Ets domain)[pdb=25] | PF02198(Pointed domain)--PF02198(Pointed domain)[pdb=41]	
P41212	Q13526	ETV6	PIN1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P41212	Q16236	ETV6	NFE2L2	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P41212	Q92993	ETV6	KAT5	BioGRID		1	Reconstituted Complex	12737628		0	0		
P41212	Q9UKV0	ETV6	HDAC9	CORUM		0	coimmunoprecipitation;flag tag;gst pull down;western blot	12590135		0	0		
P41212	Q9Y468	ETV6	L3MBTL1	BioGRID		1	Reconstituted Complex	12588862		0	0		
P41235	P49116	HNF4A	NR2C2	BioGRID		1	Reconstituted Complex	12522137		1	0	PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P41235	P49848	HNF4A	TAF6	BioGRID		1	Reconstituted Complex	9792714		0	0		
P41235	P56524	HNF4A	HDAC4	BioGRID		1	Reconstituted Complex	12205093		0	0		
P41235	P61371	HNF4A	ISL1	BioGRID		2	Reconstituted Complex	17022998		0	0		
P41235	P84022	HNF4A	SMAD3	BioGRID		1	Reconstituted Complex	10995777		0	0		
P41235	Q00403	HNF4A	GTF2B	BioGRID		1	Reconstituted Complex	9792714		0	0		
P41235	Q12772	HNF4A	SREBF2	BioGRID		1	Reconstituted Complex	20926756		0	0		
P41235	Q12778	HNF4A	FOXO1	BioGRID		1	Reconstituted Complex	12519792		0	0		
P41235	Q13485	HNF4A	SMAD4	BioGRID		1	Reconstituted Complex	10995777		0	0		
P41235	Q14686	HNF4A	NCOA6	BioGRID		3	Reconstituted Complex	18552123;21292004		0	0		
P41235	Q14994	HNF4A	NR1I3	BioGRID		1	Reconstituted Complex	18552123		2	0	PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P41235	Q15596	HNF4A	NCOA2	PDB		1	X-ray		4IQR;8C1L	0	0		
P41235	Q15788	HNF4A	NCOA1	PDB		1	X-ray		1PZL	0	0		
P41235	Q16594	HNF4A	TAF9	BioGRID		1	Reconstituted Complex	9792714		0	0		
P41235	Q16665	HNF4A	HIF1A	BioGRID		1	Reconstituted Complex	12097158		0	0		
P41235	Q92793	HNF4A	CREBBP	BioGRID		4	Reconstituted Complex	10085149;10882110;18552123;9434765		0	0		
P41235	Q99873	HNF4A	PRMT1	BioGRID		1	Reconstituted Complex	17052457		0	0		
P41235	Q9UBK2	HNF4A	PPARGC1A	BioGRID;Human Protein Atlas (HPA);IntAct	intact_biogrid	7	Reconstituted Complex;isothermal titration calorimetry;pull down;x-ray crystallography	15322103;18552123;19846556;20926756		0	0		
P41235	Q9UQ80	HNF4A	PA2G4	PDB		1	X-ray		6CHT	0	0		
P41235	Q9Y618	HNF4A	NCOR2	BioGRID		1	Reconstituted Complex	12205093		0	0		
P41238	Q8IYX4	APOBEC1	DND1	BioGRID		1	Reconstituted Complex	18509452		0	0		
P41238	Q9NQ94	APOBEC1	A1CF	BioGRID		1	Reconstituted Complex	11134005		0	0		
P41238	Q9Y235	APOBEC1	APOBEC2	BioGRID		1	Far Western	11698249		1	0	PF00383(Cytidine and deoxycytidylate deaminase domain)--PF00383(Cytidine and deoxycytidylate deaminase domain)[pdb=227]	
P41970	Q12857	ELK3	NFIA	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P42224	P52630	STAT1	STAT2	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	12048190		14	0	PF00017(SH2 domain)--PF00017(SH2 domain)[pdb=196] | PF00017(SH2 domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=42] | PF01017(STAT transcription factor, all-alpha domain)--PF02864(STAT transcription factor, DNA-binding)[pdb=51] | PF01017(STAT transcription factor, all-alpha domain)--PF02865(STAT transcription factor, protein interaction)[pdb=1] | PF01017(STAT transcription factor, all-alpha domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=39] | PF02864(STAT transcription factor, DNA-binding)--PF01017(STAT transcription factor, all-alpha domain)[pdb=51] | PF02864(STAT transcription factor, DNA-binding)--PF02864(STAT transcription factor, DNA-binding)[pdb=3] | PF02864(STAT transcription factor, DNA-binding)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=40] | PF02865(STAT transcription factor, protein interaction)--PF01017(STAT transcription factor, all-alpha domain)[pdb=1] | PF02865(STAT transcription factor, protein interaction)--PF02865(STAT transcription factor, protein interaction)[pdb=4] | PF21354(Signal transducer and activator of transcription, linker domain)--PF00017(SH2 domain)[pdb=42] | PF21354(Signal transducer and activator of transcription, linker domain)--PF01017(STAT transcription factor, all-alpha domain)[pdb=39] | PF21354(Signal transducer and activator of transcription, linker domain)--PF02864(STAT transcription factor, DNA-binding)[pdb=40] | PF21354(Signal transducer and activator of transcription, linker domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=2]	
P42224	P78347	STAT1	GTF2I	BioGRID		1	Reconstituted Complex	9584171		0	0		
P42224	Q00978	STAT1	IRF9	BioGRID		1	Reconstituted Complex	8943351		1	0	PF01017(STAT transcription factor, all-alpha domain)--PF10401(Interferon regulatory factor-3)[pdb=1]	
P42224	Q14765	STAT1	STAT4	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	21826217		14	0	PF00017(SH2 domain)--PF00017(SH2 domain)[pdb=196] | PF00017(SH2 domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=42] | PF01017(STAT transcription factor, all-alpha domain)--PF02864(STAT transcription factor, DNA-binding)[pdb=51] | PF01017(STAT transcription factor, all-alpha domain)--PF02865(STAT transcription factor, protein interaction)[pdb=1] | PF01017(STAT transcription factor, all-alpha domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=39] | PF02864(STAT transcription factor, DNA-binding)--PF01017(STAT transcription factor, all-alpha domain)[pdb=51] | PF02864(STAT transcription factor, DNA-binding)--PF02864(STAT transcription factor, DNA-binding)[pdb=3] | PF02864(STAT transcription factor, DNA-binding)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=40] | PF02865(STAT transcription factor, protein interaction)--PF01017(STAT transcription factor, all-alpha domain)[pdb=1] | PF02865(STAT transcription factor, protein interaction)--PF02865(STAT transcription factor, protein interaction)[pdb=4] | PF21354(Signal transducer and activator of transcription, linker domain)--PF00017(SH2 domain)[pdb=42] | PF21354(Signal transducer and activator of transcription, linker domain)--PF01017(STAT transcription factor, all-alpha domain)[pdb=39] | PF21354(Signal transducer and activator of transcription, linker domain)--PF02864(STAT transcription factor, DNA-binding)[pdb=40] | PF21354(Signal transducer and activator of transcription, linker domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=2]	
P42224	Q16531	STAT1	DDB1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P42224	Q6IA86	STAT1	ELP2	BioGRID		1	Reconstituted Complex	10954736		0	0		
P42224	Q8TEK3	STAT1	DOT1L	BioGRID		1	Reconstituted Complex	22002246		0	0		
P42224	Q92793	STAT1	CREBBP	BioGRID;CORUM		4	Reconstituted Complex;electrophoretic mobility shift assay;pull down	15695802;25451029;8986769;9037008		1	0	PF12162(Signal transducer and activation of transcription 1, TAZ2 binding domain, C-terminal)--PF02135(Zinc finger, TAZ-type)[pdb=1]	
P42226	Q09472	STAT6	EP300	BioGRID		1	Reconstituted Complex	10454341		0	0		
P42226	Q15306	STAT6	IRF4	BioGRID		2	Reconstituted Complex	10601358;11342629		1	0	PF01017(STAT transcription factor, all-alpha domain)--PF10401(Interferon regulatory factor-3)[pdb=1]	
P42226	Q15596	STAT6	NCOA2	BioGRID		1	Reconstituted Complex	14757047		0	0		
P42226	Q15788	STAT6	NCOA1	BioGRID;PDB		7	Co-crystal Structure;NMR;Reconstituted Complex	11574547;12138096;14757047;14993689;15695802	5NWM	0	0		
P42226	Q92793	STAT6	CREBBP	BioGRID		1	Reconstituted Complex	11574547		0	0		
P42229	P51692	STAT5A	STAT5B	Human Protein Atlas (HPA)	biogrid_bioplex	0				14	0	PF00017(SH2 domain)--PF00017(SH2 domain)[pdb=196] | PF00017(SH2 domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=42] | PF01017(STAT transcription factor, all-alpha domain)--PF02864(STAT transcription factor, DNA-binding)[pdb=51] | PF01017(STAT transcription factor, all-alpha domain)--PF02865(STAT transcription factor, protein interaction)[pdb=1] | PF01017(STAT transcription factor, all-alpha domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=39] | PF02864(STAT transcription factor, DNA-binding)--PF01017(STAT transcription factor, all-alpha domain)[pdb=51] | PF02864(STAT transcription factor, DNA-binding)--PF02864(STAT transcription factor, DNA-binding)[pdb=3] | PF02864(STAT transcription factor, DNA-binding)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=40] | PF02865(STAT transcription factor, protein interaction)--PF01017(STAT transcription factor, all-alpha domain)[pdb=1] | PF02865(STAT transcription factor, protein interaction)--PF02865(STAT transcription factor, protein interaction)[pdb=4] | PF21354(Signal transducer and activator of transcription, linker domain)--PF00017(SH2 domain)[pdb=42] | PF21354(Signal transducer and activator of transcription, linker domain)--PF01017(STAT transcription factor, all-alpha domain)[pdb=39] | PF21354(Signal transducer and activator of transcription, linker domain)--PF02864(STAT transcription factor, DNA-binding)[pdb=40] | PF21354(Signal transducer and activator of transcription, linker domain)--PF21354(Signal transducer and activator of transcription, linker domain)[pdb=2]	
P42229	Q09472	STAT5A	EP300	BioGRID		1	Reconstituted Complex	9773981		0	0		
P42229	Q15303	STAT5A	ERBB4	CORUM		0	coimmunoprecipitation	15534001		1	2	PF00017(SH2 domain)--PF07714(Serine-threonine/tyrosine-protein kinase, catalytic domain)[pdb=95]	Q15303:LIG_SH2_GRB2like--PF00017(SH2 domain) | Q15303:LIG_SH2_STAT5--PF00017(SH2 domain)
P42229	Q86X55	STAT5A	CARM1	BioGRID		1	Reconstituted Complex	18413343		0	0		
P42229	Q92731	STAT5A	ESR2	BioGRID		1	Reconstituted Complex	11682624		0	0		
P42229	Q99873	STAT5A	PRMT1	BioGRID		1	Reconstituted Complex	18413343		0	0		
P43268	Q16236	ETV4	NFE2L2	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P43354	P48443	NR4A2	RXRG	CORUM		0	bioluminescence resonance energy transfer	26148973		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P43354	P51531	NR4A2	SMARCA2	BioGRID		1	Reconstituted Complex	17043312		0	0		
P43354	P51532	NR4A2	SMARCA4	BioGRID		1	Reconstituted Complex	17043312		0	0		
P43694	P50750	GATA4	CDK9	BioGRID		2	Reconstituted Complex	20081228		0	0		
P43694	P52952	GATA4	NKX2-5	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	4	Reconstituted Complex	10948187;15542826;9312027		0	0		
P43694	P61296	GATA4	HAND2	BioGRID		1	Reconstituted Complex	11994297		0	0		
P43694	Q09472	GATA4	EP300	BioGRID		1	Reconstituted Complex	27208796		0	0		
P43694	Q13285	GATA4	NR5A1	BioGRID		1	Reconstituted Complex	10446911		0	0		
P43694	Q8WW38	GATA4	ZFPM2	BioGRID		2	Reconstituted Complex	10801815;9927675		0	0		
P43694	Q92833	GATA4	JARID2	BioGRID		2	Reconstituted Complex	15542826		0	0		
P43699	P55317	NKX2-1	FOXA1	BioGRID		2	Reconstituted Complex	17220277		0	0		
P43699	Q06710	NKX2-1	PAX8	BioGRID		1	Reconstituted Complex	12441357		0	0		
P43699	Q15788	NKX2-1	NCOA1	BioGRID		2	Reconstituted Complex	11713256;15449938		0	0		
P43699	Q92793	NKX2-1	CREBBP	BioGRID		1	Reconstituted Complex	11713256		0	0		
P45973	P48431	CBX5	SOX2	BioGRID		1	Reconstituted Complex	31077711		0	0		
P45973	P49459	CBX5	UBE2A	BioGRID		1	Reconstituted Complex	25384975		0	0		
P45973	P51531	CBX5	SMARCA2	BioGRID		1	Reconstituted Complex	20011120		0	0		
P45973	P51532	CBX5	SMARCA4	BioGRID		3	Reconstituted Complex	12411497;20011120		0	0		
